185.3176381237,12.6939645737,1.0000000000
259.9204749802,11.8676637685,0.0000000000
231.0135710054,14.4142421072,0.0000000000
175.3666449045,11.7205865093,0.0000000000
187.1208646673,14.1297320595,1.0000000000
225.9058644754,12.1002490532,1.0000000000
208.4051567586,14.1771891943,0.0000000000
207.0759308915,14.0327375971,0.0000000000
280.6038535866,14.2322592892,0.0000000000
202.8693524658,12.2490102789,1.0000000000
196.7046898522,13.5442638943,1.0000000000
270.3132702826,14.6022557699,0.0000000000
192.9497910831,15.1968675860,0.0000000000
213.5728345311,14.2750353688,0.0000000000
164.4729866412,11.9181742337,0.0000000000
177.2575054165,15.0377986948,0.0000000000
241.7745473004,14.8969452945,0.0000000000
236.9988963427,13.1261695907,0.0000000000
219.7380562069,13.8737740710,0.0000000000
266.3859279625,13.2527446646,0.0000000000
270.4524148455,13.9548677536,0.0000000000
261.9630769839,13.4922242197,0.0000000000
243.4899477970,12.8561014986,0.0000000000
220.5818480297,12.3648935641,1.0000000000
163.5949862725,11.6544165197,0.0000000000
244.7631793121,13.3257224835,0.0000000000
271.1941098576,14.8407328188,0.0000000000
201.9878431549,15.3947150788,0.0000000000
229.9283714956,14.5635332569,0.0000000000
204.9712383947,12.2846796479,1.0000000000
173.1898970360,12.2248249049,0.0000000000
231.5137448304,11.9505314204,0.0000000000
152.6879510931,14.8319878568,0.0000000000
163.4205009209,13.3023381422,0.0000000000
215.9473073663,13.9810896335,0.0000000000
218.0419551242,15.2493725749,0.0000000000
251.3035402390,13.7978659915,0.0000000000
233.3317384552,13.5262059664,0.0000000000
280.2428441982,12.4065042534,0.0000000000
243.0186635151,13.7203867156,0.0000000000
155.6715915243,12.6845999991,0.0000000000
275.1675362792,14.6382594297,0.0000000000
151.7321976266,12.6865053187,0.0000000000
151.3237221213,14.8098677719,0.0000000000
164.8996249617,11.7298207151,0.0000000000
282.5542513313,13.2834795177,0.0000000000
192.9830548736,11.6960535583,0.0000000000
202.5953633803,12.9641562290,1.0000000000
220.6699063875,11.5271418659,0.0000000000
169.9749888392,12.3395461030,0.0000000000
209.4681100311,12.7092134652,1.0000000000
232.7992363262,12.6417304222,1.0000000000
272.8004563614,15.3474798328,0.0000000000
158.0237068338,12.3362388766,0.0000000000
226.0081297395,14.5826409179,0.0000000000
158.6432712288,12.2392107377,0.0000000000
211.6572164282,14.1747630342,0.0000000000
271.9492701435,14.9678918542,0.0000000000
257.1569810815,11.7109285735,0.0000000000
281.8459265944,13.9585117966,0.0000000000
161.6256350522,12.5197151016,0.0000000000
233.8018014164,13.0425604675,0.0000000000
210.2914691912,14.7183402624,0.0000000000
261.2441819510,13.6871479207,0.0000000000
256.9808990474,13.1240197164,0.0000000000
281.5550480380,13.9206366617,0.0000000000
280.6392276627,11.6759507682,0.0000000000
269.1635081338,13.7375087502,0.0000000000
246.3412691794,12.2703799015,1.0000000000
224.0733357588,12.6571116965,1.0000000000
164.2398643770,11.5127470825,0.0000000000
272.4234026817,14.1836172601,0.0000000000
177.6779337750,12.5312747103,1.0000000000
212.8552320554,14.7731490131,0.0000000000
165.8794563886,15.3711393207,0.0000000000
277.4279534677,12.4786403828,0.0000000000
236.5055510328,12.9403901311,0.0000000000
244.1386515083,11.8476644006,0.0000000000
213.4453938279,13.8539632148,0.0000000000
234.5742243498,14.2711818967,0.0000000000
270.3364853551,12.4650008396,0.0000000000
170.6812328400,13.0624277489,0.0000000000
226.7917999380,15.3421150437,0.0000000000
245.9182540582,14.4537702027,0.0000000000
281.3168022644,12.5709726510,0.0000000000
185.0273194460,13.1901633503,1.0000000000
189.8817010017,14.1044135409,1.0000000000
278.4813793106,12.1140459701,0.0000000000
219.9229370997,14.2103123952,0.0000000000
216.5789849885,15.1549753636,0.0000000000
249.4812281372,15.0287071824,0.0000000000
165.0882733961,12.2830540140,0.0000000000
158.8700704565,14.8172779939,0.0000000000
279.9805193438,11.5559640841,0.0000000000
256.5492419227,14.4113247941,0.0000000000
272.6052172420,12.5815418930,0.0000000000
246.4949197477,12.4496915259,0.0000000000
160.2644820060,14.4808162508,0.0000000000
155.6987511394,14.2983778526,0.0000000000
188.2674327348,13.4496935803,1.0000000000
270.3569757726,12.4736315160,0.0000000000
213.2237915507,12.9201977882,1.0000000000
175.7014197284,13.3946058734,1.0000000000
174.5200941465,14.6960299666,0.0000000000
233.0009216198,12.6325230113,1.0000000000
281.3691743606,12.8811073779,0.0000000000
240.6196492619,14.4328949059,0.0000000000
185.8055626738,11.5470552064,0.0000000000
270.5031433455,15.3256660544,0.0000000000
172.9807912614,12.1144208445,0.0000000000
208.4101016249,13.8902782726,0.0000000000
283.5126546933,15.3539844694,0.0000000000
283.3601333927,12.4822776609,0.0000000000
230.8492322419,13.2434765749,0.0000000000
181.2393099246,11.7615094829,0.0000000000
172.7783304571,12.9338069151,0.0000000000
161.8829336141,12.1029559655,0.0000000000
156.0279504979,13.9916250948,0.0000000000
216.5167247819,12.4742120124,1.0000000000
221.0570798355,13.1977871106,1.0000000000
238.9856852002,15.2306688790,0.0000000000
197.6944343739,14.0806061307,0.0000000000
179.5537596584,15.2595975961,0.0000000000
233.3884848651,12.1349897504,1.0000000000
184.7018932216,12.1366054425,1.0000000000
174.1830946534,12.7271954267,0.0000000000
261.1145098270,13.3282352065,0.0000000000
187.4179456070,13.1763034431,1.0000000000
186.0987610633,14.4347296647,0.0000000000
157.9354683464,12.6569142406,0.0000000000
193.6382219022,12.2260780747,1.0000000000
249.6510307566,12.2209894504,0.0000000000
190.5649813174,11.7259062485,0.0000000000
252.0040610177,12.9554520665,0.0000000000
238.5503330232,12.3689444088,1.0000000000
152.9430262864,12.7896726340,0.0000000000
255.1736201276,14.8497831219,0.0000000000
197.0933671229,14.8877631142,0.0000000000
156.7971049930,13.5884581443,0.0000000000
184.7520262047,13.2563107548,1.0000000000
179.9216459197,15.0742664872,0.0000000000
190.7935798430,15.2811677081,0.0000000000
164.7271741543,13.2193240245,0.0000000000
209.8650659613,14.3377391721,0.0000000000
196.5780064221,13.4699798544,1.0000000000
159.5106231726,12.7441258347,0.0000000000
247.8728829118,11.9236455676,0.0000000000
212.4423156869,12.4469078183,1.0000000000
172.3404075185,11.9852620504,0.0000000000
259.8719001968,14.2466280782,0.0000000000
201.2265735394,13.0665637713,1.0000000000
248.3417591900,13.9158245985,0.0000000000
273.6620605796,15.1776547449,0.0000000000
215.0935848815,14.1365410279,0.0000000000
223.5301413813,12.7411421668,1.0000000000
211.2243123528,14.3847034568,0.0000000000
224.6120906120,14.0296254658,0.0000000000
215.7548951987,15.3119105718,0.0000000000
254.8222957953,12.0231401349,0.0000000000
259.9047835848,15.1703103056,0.0000000000
260.2488557726,12.8724329911,0.0000000000
199.6677145042,12.4728574813,1.0000000000
157.5201358530,13.3882453825,0.0000000000
264.8148240982,14.5752463446,0.0000000000
239.3968517065,14.8887626777,0.0000000000
238.9803731110,12.3933336609,1.0000000000
258.4259353703,12.9700800178,0.0000000000
270.1583659872,12.8059301234,0.0000000000
162.4067633288,14.4195927802,0.0000000000
164.5323115362,14.9808577163,0.0000000000
205.6096793976,14.6204847962,0.0000000000
157.0967414920,13.6753510300,0.0000000000
241.3806960395,12.0180205151,1.0000000000
232.1337058885,12.0720904614,1.0000000000
191.0385321559,12.9611408221,1.0000000000
233.6440250032,12.0204753797,1.0000000000
174.9514636950,14.6250263452,0.0000000000
246.6432115127,13.3168226784,0.0000000000
188.0704070541,14.2688185690,1.0000000000
213.1589944483,12.7460786924,1.0000000000
268.0822364781,12.3073612719,0.0000000000
258.5781853468,13.9712716227,0.0000000000
237.2073169787,14.2286098051,0.0000000000
251.0165908535,15.0237883803,0.0000000000
274.2788200176,12.5219561867,0.0000000000
172.1246376477,15.0854963341,0.0000000000
177.5169542529,12.3878597517,1.0000000000
258.7096937852,15.3644423539,0.0000000000
264.0136216597,13.5669215662,0.0000000000
200.7060497035,15.4542069288,0.0000000000
249.3692991435,14.0163740843,0.0000000000
151.5023837604,12.2807671156,0.0000000000
151.8213889560,15.1281616597,0.0000000000
181.9228573368,12.1840852420,1.0000000000
228.6466427264,12.3124074251,1.0000000000
223.7818325717,15.2991668042,0.0000000000
266.6276732859,12.4805101351,0.0000000000
273.6839819487,13.0975617608,0.0000000000
220.6100061652,12.7998907048,1.0000000000
284.9943416745,12.7282938246,0.0000000000
